canonical_duty_id,sentence_text,sentence_text_norm
d7ec56bc3951ea29bfce0e40ce69b8bd3f5c48fc,"Performs equipment maintenance using theories of operation, block diagrams, schematics, logic trees, and software diagnostics.",performs equipment maintenance using theories of operation  block diagrams  schematics  logic trees  and software diagnostics
b147796d8d34338fed34722ad385b02ed9f3ec83,Isolates malfunctions to component level.,isolates malfunctions to component level
497694e11d5428c7d58972702089cfa0eed452e2,Calibrates and certifies TMDE to technical data specifications ensuring traceability to Air Force Reference Standards.,calibrates and certifies tmde to technical data specifications ensuring traceability to air force reference standards
d599335397478318fc71baeb008ccf364ec7f523,"Records and reports maintenance data; prepares technical order improvement reports, special training requests, training quality reports, and modification proposals.",records and reports maintenance data  prepares technical order improvement reports  special training requests  training quality reports  and modification proposals
12dbd25b46b4891e64e50d00a81adbb6b0755efd,Tracks equipment warranties.,tracks equipment warranties
007247e50dd1f735d667e3723b18d565c2181d80,Provides training and manages technical order distributions.,provides training and manages technical order distributions
8fbbbe0bdb1149717e24cd0e9fca24300f540dfd,"Handles, labels, and disposes of hazardous materials and waste according to environmental standards.",handles  labels  and disposes of hazardous materials and waste according to environmental standards
beefb34f89f240d85d272117cc7b086fa3dec5a6,"Plans, organizes, and coordinates mission support requirements.",plans  organizes  and coordinates mission support requirements
bd635493a80291a27c583fd50e1101e22f95e684,Collects and analyzes maintenance data and performs trend analysis.,collects and analyzes maintenance data and performs trend analysis
2a5e150f9f9fcdaa2358a802bee48e021c95c76b,Identifies mission essential TMDE and its impact on workload.,identifies mission essential tmde and its impact on workload
990833703aeda38b38547a5cc74a580cb47929a0,"Coordinates lateral support, command certification, or contract services.",coordinates lateral support  command certification  or contract services
877b62793579c1b6d5aae52633d3852bd81f991b,"Evaluates procedures for storage, inventory, and inspection of property.",evaluates procedures for storage  inventory  and inspection of property
78b20f241103d2ab2581ad40fc2859a71273f1e7,Provides training and assistance to TMDE users.,provides training and assistance to tmde users
99fefd2d695faea3659692b7830c5073eedb335f,Maintains PMEL automated management systems (PAMS).,maintains pmel automated management systems  pams
7dcadee606a60f470a9a236abfbaa19a27297273,"Develops and evaluates workload plans, budget, and support agreements.",develops and evaluates workload plans  budget  and support agreements
c1c7233122ac2e4e72a8843744686abd0d5c7d8e,Manages PMEL quality program (QP).,manages pmel quality program  qp
ec2895674ecd7ea5ecb7cc62cec0f79b8e6f381a,Submits reports to higher headquarters and maintains a safe working environment.,submits reports to higher headquarters and maintains a safe working environment
c954c3e331d8d3c727a1fff9258b81c4180824fc,"Provides written guidance, reports and special studies for recommendations and briefings to account for flying hour data, equipment performance, materiel consumption, scheduling, management, and resources.",provides written guidance  reports and special studies for recommendations and briefings to account for flying hour data  equipment performance  materiel consumption  scheduling  management  and resources
f379f2d3390505b50187873cb760668298a3c50c,"Uses statistical techniques, interprets findings from data, identifies trends and significant deviations to ensure senior leaders are briefed fleet health and recommends corrective action when appropriate.",uses statistical techniques  interprets findings from data  identifies trends and significant deviations to ensure senior leaders are briefed fleet health and recommends corrective action when appropriate
a3f2c61b0ecebe42efd6ad146238eaa8e28beacc,Manages aerospace vehicle maintenance and utilization requirements by developing plans and establishes production schedules to meet mission requirements.,manages aerospace vehicle maintenance and utilization requirements by developing plans and establishes production schedules to meet mission requirements
a5140e036933d13e5e537b4bfc9a25edcad395f9,"Determines maintenance capabilities, production factors and work priorities in developing operational schedules.",determines maintenance capabilities  production factors and work priorities in developing operational schedules
de05ffc98a3931ba4ba60914ffbe993eea0be769,"Prepares daily, weekly, monthly, quarterly, and annual utilization schedules for known maintenance and operational mission and training requirements.",prepares daily  weekly  monthly  quarterly  and annual utilization schedules for known maintenance and operational mission and training requirements
f0b699758e576751a0b2a205af8823ea0151256b,Coordinates with base activities to ensure support is available to meet schedules.,coordinates with base activities to ensure support is available to meet schedules
a6ded30536d1cb9159d12fc7d874febce5bcbca0,"Controls, maintains, and audits weapons systems records in the applicable MIS.",controls  maintains  and audits weapons systems records in the applicable mis
e431de99c7adc475e29c126c4f87f7eb7a26d996,"Coordinates and develops aircraft configuration, Time Compliance Technical Orders (TCTO), Special Inspections (SI), and time change items (TCI), ensuring they are documented in accordance with aircraft documentation policies in the appropriate MIS.",coordinates and develops aircraft configuration  time compliance technical orders  tcto   special inspections  si   and time change items  tci   ensuring they are documented in accordance with aircraft documentation policies in the appropriate mis
bb198d4c9a0413fa8eea2a90fd20f2ddeadbb6a2,Coordinates with appropriate information management and processing centers to ensure automated systems capability and compatibility with customer requirements are met.,coordinates with appropriate information management and processing centers to ensure automated systems capability and compatibility with customer requirements are met
fcd9c19ade6beb63c860fa2fcf17e3115bd3b745,Focal point for validating and tracking MIS requirements and enhancements for higher headquarters approval.,focal point for validating and tracking mis requirements and enhancements for higher headquarters approval
0de516fa902721426cbf86eff61af88a94d3ab24,"Manages materiel management activities and systems involved in requirements determination, inventory control, storage and issues of supplies and equipment.",manages materiel management activities and systems involved in requirements determination  inventory control  storage and issues of supplies and equipment
4de0cd225c688d40b273c55ec76f5be0c169d901,"Computes requirement, determines allowance, and researches and identifies materiel requirements.",computes requirement  determines allowance  and researches and identifies materiel requirements
9def85fdc7e29db9722c7153f73b108a787c633c,"Performs operations involved in storage inspection, and identification of property.",performs operations involved in storage inspection  and identification of property
67319cecde665489ae1f5a6e5d9f3c7b9d9f298a,Performs inventories and ensures timely correction of discrepancies.,performs inventories and ensures timely correction of discrepancies
0256b7f1726e4c320a7e0942a6150321e191f458,Inspects and evaluates inventory management activities.,inspects and evaluates inventory management activities
730c89b24d57e51f37d684ec14083dc39dac2b39,Inspects and identifies property.,inspects and identifies property
4bab7e0797171ca14090f11e433f6a5fbab5ca60,Determines condition of property received.,determines condition of property received
713ec9c0d84045ab35472d49a3341fa3a8673412,Performs shelf-life inspections of stock.,performs shelf life inspections of stock
f9fd72da26512f8f0c9174f7f1cbca34ef0a623f,Develops methods and improves procedures for storing property.,develops methods and improves procedures for storing property
5f1728ec886b77d40319e1d90f88f2f74d33f705,Plans use of storage facilities.,plans use of storage facilities
4a55c91acdb1bd3926292c8955aebb7316328414,"Stores, issues, ships, and transfers property.",stores  issues  ships  and transfers property
3d0f333242660be09454a4757440eab10caa8150,"Controls issue of classified, sensitive, pilferable, and controlled items.",controls issue of classified  sensitive  pilferable  and controlled items
32b2987b6e50726b9ae5df7bfdbd72b954157d40,Coordinates with maintenance activities on repairable component actions.,coordinates with maintenance activities on repairable component actions
0f7e1f9f73574f22d0a2e57a89545e8f9e41dd8a,Controls and issues bench stock property.,controls and issues bench stock property
0e97b70c135a17d081e624111bf61cfe4d802fa2,"Obtains material required for equipment modification, periodic component exchange and bills of material in support of maintenance.",obtains material required for equipment modification  periodic component exchange and bills of material in support of maintenance
073232e84f6ec93a3f45ea9b8f7ea58d6d466b02,Accounts for all items contained in mobility readiness spares packages.,accounts for all items contained in mobility readiness spares packages
cd0a5d82a2b0088bad587222aa42498238e2c64a,"Provides materiel management expertise to combat support, enabler organizations and responsible officers for the proper accounting and control of specified classes of supply.",provides materiel management expertise to combat support  enabler organizations and responsible officers for the proper accounting and control of specified classes of supply
28a5c8ee45df8d6e43b22f8ba59a5173d22e0d38,Reviews and validates requirements.,reviews and validates requirements
af485eee6b38688939f6414323360f8d7c56feb5,"When required, initiates follow-up actions on materiel requirements.",when required  initiates follow up actions on materiel requirements
4e3a3a27136b7bd9e65e1af9607b866479e29572,Coordinates equipment transfer and deployment actions with the accountable officer.,coordinates equipment transfer and deployment actions with the accountable officer
abc020193c2522e410f152295e7b7accbfd82b8f,Plans and schedules materiel storage and distribution activities.,plans and schedules materiel storage and distribution activities
07be202ed937251671d34656699e93577c7ddaad,Processes information retrievals using materiel management system databases.,processes information retrievals using materiel management system databases
9a86b50440800dae5b1ba816aa9f238781eb1698,Manages materiel management related systems and hardware.,manages materiel management related systems and hardware
9f4b6b88660e83349c251e6d47ad27753741cfcb,Performs operator maintenance on materiel management related systems and hardware.,performs operator maintenance on materiel management related systems and hardware
7e2c11c1852bec8a5f579034f74ff6ac6f548077,Applies system security policy and procedures to prevent unauthorized changes to information.,applies system security policy and procedures to prevent unauthorized changes to information
9d4299c6a81f762305178bf7fe3725a4bd41d1f8,Distributes materiel management computer products.,distributes materiel management computer products
b24431f025b979f66f6ca5c0b1ab6b56a457df86,Acts as a subject matter expert to the commander on the operation of materiel management systems and operations.,acts as a subject matter expert to the commander on the operation of materiel management systems and operations
4301bc39a581cca93fec4d638a43ac91b8e9eca6,Monitors Defense Data Network traffic through use of the Materiel Management Interface System.,monitors defense data network traffic through use of the materiel management interface system
2d826d0e9698d7dd0f721002aca50e566afa059c,Ensures database integrity and makes necessary corrections.,ensures database integrity and makes necessary corrections
a5058eeaf816793e75ce68e3794039c0cd033a0b,Controls and operates the Remote Processing Station (RPS).,controls and operates the remote processing station  rps
2c723f880437596e1bdf5e419b130fe0a7885f8a,Monitors systems processing and corrects processing errors.,monitors systems processing and corrects processing errors
2653468618dfedba7f4beb0184503591de8532b9,Monitors materiel management traffic through use of the Materiel Management Interface System and takes corrective action.,monitors materiel management traffic through use of the materiel management interface system and takes corrective action
09c39b430a873277d86f5ab1b9f93c9939cf8835,"Maintains liaison with the Standard Systems Group, MAJCOMs, and the servicing Defense Megacenters, to identify and correct problems.",maintains liaison with the standard systems group  majcoms  and the servicing defense megacenters  to identify and correct problems
df8a5207982a314c9933cacaa1b67aa874e16c3f,Develops database retrieval scripts for materiel management support analyses.,develops database retrieval scripts for materiel management support analyses
267c3b08171c0510092a580e948a3369578a3429,Operates motor vehicles and assorted materiel handling equipment.,operates motor vehicles and assorted materiel handling equipment
932273a5b79d479db98882258704a06dd1982824,"Plans, organizes, and directs traffic management activities.",plans  organizes  and directs traffic management activities
59a7c4ed00fd5db86eef79153f611e27ed212a45,Maintains and issues transportation documents.,maintains and issues transportation documents
10e651d181cd540782588a73de5db1d955744a83,"Prepares budget estimates for materials, equipment, and transportation services.",prepares budget estimates for materials  equipment  and transportation services
937f8ff65468af7e9b45cca676cea3c62246d2d3,"Provides advice on transportation solutions to contracting officials, procurement of personnel, and to mobility planners.",provides advice on transportation solutions to contracting officials  procurement of personnel  and to mobility planners
10dd694d6cba2a6ba91171685af1cee2000525fc,"Reviews Foreign Clearance Guide, consignment instructions, Transportation Facilities Guide, and applicable guidance to ensure personal property, DoD materiel, and passengers comply.",reviews foreign clearance guide  consignment instructions  transportation facilities guide  and applicable guidance to ensure personal property  dod materiel  and passengers comply
386ea1d20aee1b17ec3e5c8c1cdee85499da51a3,Verifies carrier/contractor performance.,verifies carrier contractor performance
ee611e7b049341c1be530adfc053b5ba5a4da408,Initiates discrepancy reports.,initiates discrepancy reports
4c625d90439db040bb86b4a883f9cde4d51b2fc4,Determines work priority.,determines work priority
b5bd8c5043b55c0640cc86c84e95599a31f4d31c,Resolves administrative and operational problems and authorizes deviation from procedures.,resolves administrative and operational problems and authorizes deviation from procedures
6deac2d25be9229effce9d37c47c59da0b96d0f2,Reconciles carrier/vendor invoices for payment of transportation services.,reconciles carrier vendor invoices for payment of transportation services
fed5dc3de2c60ebfbcca0449636f4b87068c0922,"Utilizes appropriate logistics systems to prepare, transmit, and receive transportation transaction data.",utilizes appropriate logistics systems to prepare  transmit  and receive transportation transaction data
6866ca10343a08a8c709b8079d514ee04abb3b6a,Executes traffic management activities to support mobility operations both at home station and deployed locations.,executes traffic management activities to support mobility operations both at home station and deployed locations
4856527413a3677ac7acc4326c225fc37fea1b4e,Personal Property: Counsels personnel and eligible dependents on personal property movements.,personal property  counsels personnel and eligible dependents on personal property movements
0100daebcc1062b5b898ddd0dc4bafb225ce6cbd,Reviews official travel orders and determines transportation entitlements.,reviews official travel orders and determines transportation entitlements
a9a8796cbd3534436819835d839ebc9603e8834c,Uses carrier tariffs and rates to determine mode and cost of transportation to move or store personal property.,uses carrier tariffs and rates to determine mode and cost of transportation to move or store personal property
ec387bfaea5d54434c71b261a5d7cddf8a26eff6,"Directs Transportation Service Providers (TSPs) to identify, mark, and label personal property for shipment or storage.",directs transportation service providers  tsps  to identify  mark  and label personal property for shipment or storage
5cccd041fec6042cf2e39f080b8403335d1d3961,Arranges shipment and storage of personal property.,arranges shipment and storage of personal property
a77408e5a1a8104fc7dbafd2a5651989613269ab,Validates need for and use of temporary storage.,validates need for and use of temporary storage
f6cf931cb7ea3fca6ee92225feb02f3581e85f54,"Observes, documents, and evaluates TSP or contractor performance in moving personal property and ensures compliance with service tenders, tariffs, contract specifications, and Government regulations.",observes  documents  and evaluates tsp or contractor performance in moving personal property and ensures compliance with service tenders  tariffs  contract specifications  and government regulations
44b5422a6f54d650c3f940665c66fd0bdd1eb2e1,Cargo: Receives items for shipment or storage.,cargo  receives items for shipment or storage
827ab692a186df6efca8b212896006ed1c859d97,Segregates items requiring special handling.,segregates items requiring special handling
3e41d36d968e8b3dead8afdecf5a55e73514ec0b,"Determines cargo priority, validates transportation funding, and schedules movement accordingly.",determines cargo priority  validates transportation funding  and schedules movement accordingly
f0bb7807bb06ce13950cc7b46190b729ef212a71,"Preserves, packs, marks, and labels materiel.",preserves  packs  marks  and labels materiel
45fa52cacf671e2428b3596d7e401aaef10c9b11,Packaging includes blocking and bracing materiel on TSP’s equipment to include munitions.,packaging includes blocking and bracing materiel on tsp s equipment to include munitions
810a456a007d7ded315281187c37300abdebf8e7,Determines characteristics of commodities to be shipped.,determines characteristics of commodities to be shipped
081ced068028c6b62582bc5d655c70263cc8ea61,Construct and fabricate containers for freight shipment.,construct and fabricate containers for freight shipment
835707a18317e98f3ebe9ca6b79b54f57ac63f19,"Operates woodworking equipment and other equipment including machines that weigh, band, staple, tape, and seal.",operates woodworking equipment and other equipment including machines that weigh  band  staple  tape  and seal
69523e74820e35ac446e740074e5c70723a30b56,Classifies cargo and uses best value considerations to determine mode and method for transportation of materiel.,classifies cargo and uses best value considerations to determine mode and method for transportation of materiel
819eb4f89f1810d959df77d329e35e3991de0e32,"Identifies, marks, and labels cargo for shipment or storage.",identifies  marks  and labels cargo for shipment or storage
cdddcb91cd8861c886f01322d891d9c1aaa677fe,Certifies hazardous cargo to be moved by all modes of transportation.,certifies hazardous cargo to be moved by all modes of transportation
50ecae8a3dd909d6f348fdb5c71406764a180eb0,Determines and schedules proper carrier equipment for loading and unloading.,determines and schedules proper carrier equipment for loading and unloading
f044495cac7f4a3b16891e5f240f856921674af1,Consolidates and routes shipments to include application of required transportation protective services.,consolidates and routes shipments to include application of required transportation protective services
b572bfc353fdbc796b8ab6d42491d4af5c1553ba,In checks all Defense Transportation System cargo arriving at the installation into appropriate transportation system of record.,in checks all defense transportation system cargo arriving at the installation into appropriate transportation system of record
7b8b420c2599310a6dce9f269693b6f56f8cbf64,"Evaluates arriving shipments for over, short, damaged, and astray cargo and initiates appropriate reports and claims.",evaluates arriving shipments for over  short  damaged  and astray cargo and initiates appropriate reports and claims
73412d279abdbc8f78be27428b5a649ae58e3ec7,"Performs limited inspection of materiel to validate kind, count, condition, and application of required packaging and preservation.",performs limited inspection of materiel to validate kind  count  condition  and application of required packaging and preservation
041b5fb09da05ad599dd50bafecd19dfa1ba61e8,Performs receipt of materiel into the appropriate system of record.,performs receipt of materiel into the appropriate system of record
ab1a929667ed0f7c965b7725d2576974106305aa,Coordinates pickup and delivery of materiel.,coordinates pickup and delivery of materiel
ad6a185b2b7cb3c51bd82e815b4d4cf0515a4fe5,Coordinates with base activities to control flow of inbound and outbound cargo.,coordinates with base activities to control flow of inbound and outbound cargo
0eed35208ac272d962bf82327a331562b0d93616,"Operates and maintains material handling equipment such as forklifts, pallet jacks, and hand-trucks.",operates and maintains material handling equipment such as forklifts  pallet jacks  and hand trucks
71475b2a90374818080f26a9d8e4e92b40a0d5db,Passenger Travel: Selects and arranges official travel for individuals and groups.,passenger travel  selects and arranges official travel for individuals and groups
027c6eaadf80206f8111a84c407aa7bfc1a16530,Counsels personnel and eligible dependents on passenger movement.,counsels personnel and eligible dependents on passenger movement
a6d06a3732f71f68a587649fb3a2a52d7a350fbe,Prepares passenger related travel documents.,prepares passenger related travel documents
f4160b7719629a6d69ef9f5eb15c287d74afade5,Processes partial and fully unused commercial airline tickets for refund.,processes partial and fully unused commercial airline tickets for refund
4e23842b75b27db1f866b25ccd6d7940fdf940d4,Verifies commercial travel office routing and fares.,verifies commercial travel office routing and fares
9df7e98092c738c9f846373f4cf7fc899ff34615,"Processes pay adjustment authorizations, cash collection vouchers and public vouchers for purchase and services other than personal.",processes pay adjustment authorizations  cash collection vouchers and public vouchers for purchase and services other than personal
53b40ce0a55fdad72df4c9e429f30ee444d17aa9,Computes government constructive costs.,computes government constructive costs
92b2a78e21a01766222d3634577bfeed0c15e762,Performs quality assurance of contract Travel Management Company performance.,performs quality assurance of contract travel management company performance
0f5c044aeaea4c111e6788c6518dd322e1252f9c,Installation Deployment Readiness Cell (IDRC): Participates in Installation Deployment Process Working Group (DPWG).,installation deployment readiness cell  idrc   participates in installation deployment process working group  dpwg
e25a0ec6677cdff337df6c488dfdd340a141c012,Reviews/validates unique installation deployment requirements are addressed in standard base operation procedures and ensures organic transportation capability exists to execute these requirements as needed.,reviews validates unique installation deployment requirements are addressed in standard base operation procedures and ensures organic transportation capability exists to execute these requirements as needed
08c8d0e16a1668b09e17615832484594ab7714e7,Maintains oversight of air terminal operations in support of deployment and redeployment operations.,maintains oversight of air terminal operations in support of deployment and redeployment operations
c3abd3fd1875b7dd5892288f11302eb4c61d4263,Ensures comprehensive transportation related deployment training is conducted for deployment work center personnel and Unit Deployment Managers.,ensures comprehensive transportation related deployment training is conducted for deployment work center personnel and unit deployment managers
4978c07daec19db56b257fe012044e5e54a0c1ab,Lead transportation functional POC supporting staffing and operation of Deployment Control Center (DCC).,lead transportation functional poc supporting staffing and operation of deployment control center  dcc
99a6b73ef6b56225e93639633705e2112776f88d,Directs subordinate transportation related deployment functions to include Cargo Deployment Function (CDF) and Personnel Deployment Function (PDF) when DCC is activated.,directs subordinate transportation related deployment functions to include cargo deployment function  cdf  and personnel deployment function  pdf  when dcc is activated
1cc2c0ae0ea1d951b65d8f5cc73e05db04ff3b8f,Staffs and operates CDF when activated.,staffs and operates cdf when activated
cc498c8e16c19f86f7a83f533c46ea839cae11e2,"Performs all actions necessary to receive, in-check, inspect, marshal, load plan, manifest, and supervise loading cargo aboard deploying aircraft or vehicles.",performs all actions necessary to receive  in check  inspect  marshal  load plan  manifest  and supervise loading cargo aboard deploying aircraft or vehicles
b0d4b482f9f5151d24bf9e5a8f480ad3cfcc33d3,Staffs and operates transportation related positions of the PDF when activated.,staffs and operates transportation related positions of the pdf when activated
fbd25bac75297b73f52d86ec49f4dbcac5da535a,"Performs all actions necessary for monitoring all personnel processing activities to include passenger manifesting, passenger baggage handling, and passenger loading.",performs all actions necessary for monitoring all personnel processing activities to include passenger manifesting  passenger baggage handling  and passenger loading
dc66e51fc6de6cc3e66d4b92d1334e8219c570fa,"Arranges passenger airlift for tasked Unit Line Numbers when movement data is provided by the Installation Deployment Officer or designated representatives.
179 DAFECD, 30 Apr 25",arranges passenger airlift for tasked unit line numbers when movement data is provided by the installation deployment officer or designated representatives  179 dafecd  30 apr 25
07c7b3c68a9955be4c79f790122ac25726721aa2,"Operates, services, and performs preventative maintenance on government motor vehicles.",operates  services  and performs preventative maintenance on government motor vehicles
32d718095afbb767630efd96c48a97f5d81d45dc,"Prepares, reviews, and maintains vehicle operator forms, records, and reports.",prepares  reviews  and maintains vehicle operator forms  records  and reports
06704b173d452ac9981622e91787e747fd91e9c4,"Conducts pre-, during and post-operation vehicle inspections and documents results.",conducts pre   during and post operation vehicle inspections and documents results
5986d567ed9e0560681d44c509fb2552466d4449,Conducts control center operations through planning and scheduling of resources to meet transportation support requirements.,conducts control center operations through planning and scheduling of resources to meet transportation support requirements
0f68a6ae53fc173d535daac135aac44f7ef0bdae,"Designates and coordinates taxi, shuttle bus and mass transportation requirements.",designates and coordinates taxi  shuttle bus and mass transportation requirements
b643be603d3696fc7cb65ef6d750e81f356039b8,Manages school bus transportation.,manages school bus transportation
ad933c936f948569535cede4613ba08482a3f515,Maintains records and logs.,maintains records and logs
210e65990df710ce05c9cf01fcaf1dca5fa28ba7,"Controls and safeguards trip kit and packet supplies and equipment such as credit cards, toll tickets, and passes.",controls and safeguards trip kit and packet supplies and equipment such as credit cards  toll tickets  and passes
9f31eae06b79029f78fe328dbf86f4ec36e4e15d,"Serves as unit control center and initiates quick reaction checklists, operation plans, and personnel recalls.",serves as unit control center and initiates quick reaction checklists  operation plans  and personnel recalls
5551c9dec79e4f8d8e98a248d48f24a5785eec36,Coordinates and schedules documented cargo movement.,coordinates and schedules documented cargo movement
b7890ec06157332835a52ed066990eacde100663,Uses automated and non-automated tracking processes for cargo accountability and maintains applicable forms.,uses automated and non automated tracking processes for cargo accountability and maintains applicable forms
3e854c702a18342d36603d04d23eb70fd2613ca1,Reviews records and logs to ensure proper turn in of accountable documents.,reviews records and logs to ensure proper turn in of accountable documents
757ef7bf6d762be5ef2470805cb77ea7629b9a01,Provides transportation services for distinguished visitors and special events.,provides transportation services for distinguished visitors and special events
8df26aeba4436ce5a09b2cb40900ba60b9ecb55f,"Plans and coordinates special arrangements with protocol, security agencies and other functions.",plans and coordinates special arrangements with protocol  security agencies and other functions
56eae80902301ca277e5a3d36c12f15a458f0210,Displays appropriate customs and courtesies.,displays appropriate customs and courtesies
7e30d81f4fbcf4b99803ff3e543176d8ed1a20a4,Supports personal security details.,supports personal security details
1dcb13a24583a8a69700a0f9b3f69e8ebabebbed,"Administers installation motor vehicle operator qualification, examination, and licensing program.",administers installation motor vehicle operator qualification  examination  and licensing program
0d69d48ceba7a610f8353726981a69d90e91e342,"Serves as liaison with federal, state, local, host nation and multi-national authorities on licensing matters; ensures compliance by base agencies.",serves as liaison with federal  state  local  host nation and multi national authorities on licensing matters  ensures compliance by base agencies
1438ebaaf7b185fecfa89517ab1bed8ae84e72de,Initiates vehicle trainer background checks.,initiates vehicle trainer background checks
8452e1d0f6c2e095a761ba0fd3336cb2d29fe4fa,Coordinates and maintains vehicle plans of instruction.,coordinates and maintains vehicle plans of instruction
908da010a598176da74def566ea6bae5cac8b811,Makes official use of government motor vehicle determinations.,makes official use of government motor vehicle determinations
d9b51563eae57adb88c04f1c2fdbddd61a6bc696,Documents and tracks reported cases of vehicle misuse.,documents and tracks reported cases of vehicle misuse
e02c8586bf4c09c34451ee0ff5e1779c93dbb899,"Develops and implements tactics, techniques, and procedures commensurate with expeditionary operational requirements in support of the USAF Agile Combat Support CONOPS.",develops and implements tactics  techniques  and procedures commensurate with expeditionary operational requirements in support of the usaf agile combat support conops
b7b87a8f57bfa87563ec24fdcd28dbc997a140e4,"Reviews contingency, mobility, and natural disaster plans to determine ground transportation requirements.",reviews contingency  mobility  and natural disaster plans to determine ground transportation requirements
d70b8cd6319dd15b01ce7d80a8a41635c34f5d79,Identifies and establishes required bare-base ground transportation activities.,identifies and establishes required bare base ground transportation activities
6d05f333e0dba42fc83e2d81d701e6dbc1747c1b,Establishes sub motor pool procedures and implements deployment and redeployment actions.,establishes sub motor pool procedures and implements deployment and redeployment actions
c435035685cf6572e51d8d16771ed9da6e7a374e,Prepares and conducts convoy operations.,prepares and conducts convoy operations
dc64a194ceb0ff0b0d09338935e9a0f89690e463,Operates vehicles while in mission oriented protective postures.,operates vehicles while in mission oriented protective postures
81554f1e23e91c6c7077ed204cd79e832263b2a0,"Partners and combines skill sets with other functional communities, and entities in providing a full range of ground support capabilities in meeting the commander’s intent.",partners and combines skill sets with other functional communities  and entities in providing a full range of ground support capabilities in meeting the commander s intent
3d2cf64c4b82810df0839d3093ae802217b2ba76,Uses mobile communication and navigation systems.,uses mobile communication and navigation systems
5a4bf34e814211b75dfd4bd80e7ded6dda9515ff,Determines and implements personal and collective security measures for expeditionary and in-garrison operations.,determines and implements personal and collective security measures for expeditionary and in garrison operations
015e5d18e8fb2ce8b152cc392f3205d59799ff92,Manages work centers.,manages work centers
e98439d1274fab558503171bf11e7c629dd1f86c,Establishes work methods and performance standards.,establishes work methods and performance standards
d6995d2e2340d911b8978ee9ab08f5f5721ebc7c,"Advises commander, staff, and operating agencies of availability, limitations, and requirements for motor vehicles and personnel.",advises commander  staff  and operating agencies of availability  limitations  and requirements for motor vehicles and personnel
2ce79f7aed462716c8984f557ae6951daff7b9a1,Develops operating and administrative procedures.,develops operating and administrative procedures
d081cdf73be63db2d31874bcbba84a3c0e497a6b,Develops cost center resource requirement estimates.,develops cost center resource requirement estimates
466a325c161c7b8a0761abb80d4518cfd3160686,Compiles operating costs and maintains expense records.,compiles operating costs and maintains expense records
5663aeca9fdc25a2af2e3d224f07de1ad14747ea,Prepares and defends budget.,prepares and defends budget
c4b47b7792a4c05551bb22474da01097403a8c98,Allocates and inspects facilities and equipment.,allocates and inspects facilities and equipment
8c6c5334da56d1cee4e502211ad943f0b7e71074,Conducts self-inspections.,conducts self inspections
2670db7b32228dd4f91a28de663ac86f8758b865,Investigates accidents or incidents within functional areas.,investigates accidents or incidents within functional areas
abef3e295ba587f48286089d3b1428960fd3a8a3,Coordinates manning requirements with manpower agencies.,coordinates manning requirements with manpower agencies
5fcf6220be9315c67fe2293fa26f4fb1d18280ee,Evaluates ground transportation services.,evaluates ground transportation services
e100ffedc8f73abf519a487b1adc54c6933d8d3a,Reviews and validates support agreements.,reviews and validates support agreements
a6bf306d31a50bb0e209410eba3874fb6d6362cf,Evaluates and approves special requests.,evaluates and approves special requests
25d554ad1010c60166b9d2121712a264ca111786,"Reviews, interprets, and validates records, directives, and documents.",reviews  interprets  and validates records  directives  and documents
600c56259d3cb1e8c181f2f9cba04bb274aee5cf,Performs as quality assurance evaluator and functional area chief.,performs as quality assurance evaluator and functional area chief
940b4971eb3345a7497c11f1059aeb27a06404d7,Partners with base contracting in developing and monitoring contract transportation services.,partners with base contracting in developing and monitoring contract transportation services
4ac9551c827a61546cd0a7b61604f8d70518eb77,Supports the Department of Defense’s capability to move passengers and air cargo worldwide.,supports the department of defense s capability to move passengers and air cargo worldwide
98e35c5d4b02133b6fa33010ccf912b7d9ca620a,"Plans, organizes, directs, coordinates, and controls air transportation activities.",plans  organizes  directs  coordinates  and controls air transportation activities
d11e16abedddfe7adfc717a1abd18f5ee2d551df,"Determines and justify personnel, equipment, and facilities required to accomplish air transportation functions.",determines and justify personnel  equipment  and facilities required to accomplish air transportation functions
8c3dffa4d0110d57c3ff37a33dc98f5c587150e4,"Supplements policies, directs personnel, and establishes procedures to process, load, document, and report passengers and cargo transported by air.",supplements policies  directs personnel  and establishes procedures to process  load  document  and report passengers and cargo transported by air
0b6dc15efe1351ebe394f394f1251e974bb43c9d,Inspects airlift activities for compliance and recommends corrective action.,inspects airlift activities for compliance and recommends corrective action
cb409c51137e1cd9a0695210f6c1f4a5ee7a98f1,"Conducts personnel and equipment management surveys, and provides technical assistance as required.",conducts personnel and equipment management surveys  and provides technical assistance as required
9a0af385bd29068167f0f5e429d11a3d9aaaec04,"Enforces safety, quality control, and security measures.",enforces safety  quality control  and security measures
fe6c6f11ed1f4f9ac204505a4d692d7ac2a3aa17,"Offers customer information on flight schedules, routes, air movement requirements, baggage limitations, and specifics on local facilities.",offers customer information on flight schedules  routes  air movement requirements  baggage limitations  and specifics on local facilities
c75d611cb253a91d54b083199082df691a82464a,"Performs procedures to check in, process, schedule, transport, and escort passengers to and from aircraft.",performs procedures to check in  process  schedule  transport  and escort passengers to and from aircraft
d0b5f278a9e801d6f1a5489edd15dba9abef5f20,Ensures all passenger border clearance requirements have been met.,ensures all passenger border clearance requirements have been met
dd8943e2c29993773c61282fa4a8876a8958efb1,Operates terminal security equipment and conducts passenger and baggage security inspections.,operates terminal security equipment and conducts passenger and baggage security inspections
